,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,item,condition,sentence,target,alternative,model 0 correct (max),model 0 correct (sample),model 0 target score,model 0 alternative score,model 1 correct (max),model 1 correct (sample),model 1 target score,model 1 alternative score,model 2 correct (max),model 2 correct (sample),model 2 target score,model 2 alternative score,model 3 correct (max),model 3 correct (sample),model 3 target score,model 3 alternative score,model 4 correct (max),model 4 correct (sample),model 4 target score,model 4 alternative score,rnng target score,rnng alternative score,model correct (max),lstm 0 correct (max),lstm 0 correct (sample),lstm 0 target score,lstm 0 alternative score,lstm 1 correct (max),lstm 1 correct (sample),lstm 1 target score,lstm 1 alternative score,lstm 2 correct (max),lstm 2 correct (sample),lstm 2 target score,lstm 2 alternative score,lstm 3 correct (max),lstm 3 correct (sample),lstm 3 target score,lstm 3 alternative score,lstm 4 correct (max),lstm 4 correct (sample),lstm 4 target score,lstm 4 alternative score,rnng 0 target score,rnng 0 alternative score,rnng 0 correct (max),rnng 0 correct (sample),rnng 1 target score,rnng 1 alternative score,rnng 1 correct (max),rnng 1 correct (sample),rnng 2 target score,rnng 2 alternative score,rnng 2 correct (max),rnng 2 correct (sample),rnng 3 target score,rnng 3 alternative score,rnng 3 correct (max),rnng 3 correct (sample),rnng 4 target score,rnng 4 alternative score,rnng 4 correct (max),rnng 4 correct (sample)
10,10,10,10,10,Franck_1_SPS,SPS,The announcement by the directors of the foundation,is,are,100,96.04339590476653,-3.813267707824707,-7.0026817321777335,100,97.51974228742874,-3.633378982543945,-7.3050713539123535,100,92.81090371966104,-3.694817543029785,-6.252816200256348,100,97.98652296019371,-4.0234642028808585,-7.908431053161621,100,90.53847314831734,-4.4360198974609375,-6.694561004638673,-52.2239,-57.9776,100,100,96.04339590476653,-3.813267707824707,-7.0026817321777335,100,97.51974228742874,-3.633378982543945,-7.3050713539123535,100,92.81090371966104,-3.694817543029785,-6.252816200256348,100,97.9865229601937,-4.0234642028808585,-7.908431053161621,100,90.53847314831734,-4.4360198974609375,-6.694561004638673,-52.2239,-57.9776,100,99.68389973555637,-54.652,-57.474,100,94.38531493255982,-53.0445,-57.3373,100,98.65176527372016,-55.777,-60.0981,100,98.688892238346,-52.8563,-57.7616,100,99.2647242910275
11,11,11,11,11,Franck_1_SPP,SPP,The announcement by the directors of the foundations,is,are,100,75.90002675285477,-4.249892234802246,-5.3970985412597665,100,64.08764532492464,-4.3020734786987305,-4.881243705749512,100,78.59242406230432,-4.230089187622069,-5.530619621276856,100,92.16567196236343,-3.9269437789916974,-6.392016410827638,100,59.654424353024616,-4.852153778076172,-5.2432403564453125,-56.0976,-59.3157,100,100,75.90002675285477,-4.249892234802246,-5.3970985412597665,100,64.08764532492464,-4.3020734786987305,-4.881243705749512,100,78.59242406230432,-4.230089187622069,-5.530619621276856,100,92.16567196236343,-3.9269437789916988,-6.392016410827638,100,59.654424353024616,-4.852153778076172,-5.2432403564453125,-56.0976,-59.3157,100,96.15097595143975,-55.6965,-60.5548,100,99.22961393195804,-59.831,-63.6117,100,97.77018270801723,-61.6402,-63.2129,100,82.81681740323499,-55.117,-59.009,100,98.00035218532362
12,12,12,12,12,Franck_1_PSS,PSS,The announcements by the director of the foundation,are,is,100,96.65958981750616,-2.468055725097656,-5.833157539367676,100,88.03695638663574,-3.81154727935791,-5.80748176574707,100,76.34040205918747,-4.2311668395996085,-5.402600288391113,100,79.67189435229287,-3.633931159973145,-4.9998435974121085,100,78.7835088783342,-3.547008514404297,-4.858933448791504,-57.151,-58.5892,100,100,96.65958981750616,-2.468055725097656,-5.833157539367676,100,88.03695638663574,-3.81154727935791,-5.80748176574707,100,76.34040205918747,-4.2311668395996085,-5.402600288391113,100,79.67189435229287,-3.633931159973145,-4.9998435974121085,100,78.7835088783342,-3.547008514404297,-4.858933448791504,-57.151,-58.5892,100,80.81757563557514,-58.6766,-56.1373,0,7.314861777250386,-56.3338,-54.8714,0,18.81005258957208,-58.2995,-54.3874,0,1.9606363096422972,-59.5408,-53.682,0,0.2846541300649292
13,13,13,13,13,Franck_1_PSP,PSP,The announcements by the director of the foundations,are,is,100,98.58216899559149,-2.489933013916016,-6.7316951751708975,100,97.93412807654673,-3.776500701904297,-7.635243415832519,100,88.01555618643116,-4.405684471130371,-6.399588584899902,100,83.77244839756831,-3.353191375732422,-4.994585037231445,100,75.5191903302763,-3.1310138702392583,-4.2575111389160165,-58.0909,-60.948,100,100,98.58216899559149,-2.489933013916016,-6.7316951751708975,100,97.93412807654673,-3.776500701904297,-7.635243415832519,100,88.01555618643116,-4.405684471130371,-6.399588584899902,100,83.77244839756831,-3.353191375732422,-4.994585037231445,100,75.5191903302763,-3.1310138702392583,-4.2575111389160165,-58.0909,-60.948,100,94.56845325395157,-59.9835,-55.4183,0,1.0300590974733423,-61.1848,-59.7457,0,19.168475740843842,-58.6912,-57.8481,0,30.088229013182733,-60.3917,-55.5735,0,0.8016536233928608
14,14,14,14,14,Franck_1_PPS,PPS,The announcements by the directors of the foundation,are,is,100,97.26831988039879,-2.7379064559936523,-6.310462951660156,100,88.51137638981972,-3.3074913024902344,-5.349265098571777,100,89.88111105144381,-3.407550811767578,-5.591634750366211,100,83.47834081155143,-4.042650222778319,-5.662565231323242,100,93.53540085916596,-3.377247810363768,-6.049246788024902,-54.3976,-56.344,100,100,97.26831988039879,-2.7379064559936523,-6.310462951660156,100,88.51137638981972,-3.3074913024902344,-5.349265098571777,100,89.88111105144381,-3.407550811767578,-5.591634750366211,100,83.47834081155143,-4.042650222778319,-5.662565231323242,100,93.53540085916596,-3.377247810363769,-6.049246788024902,-54.3976,-56.344,100,87.50535676059535,-57.296,-55.4629,0,13.786938895299631,-53.1393,-51.7649,0,20.19098903399127,-54.9882,-54.461,0,37.117018000496756,-56.4512,-52.5538,0,1.9890930242771925
15,15,15,15,15,Franck_1_PPP,PPP,The announcements by the directors of the foundations,are,is,100,98.8180766108266,-2.7103471755981445,-7.136484622955322,100,97.97462745944166,-3.246387481689453,-7.12534236907959,100,94.28266959996849,-3.817230224609375,-6.620025634765625,100,90.82907336262838,-3.519637107849121,-5.812578201293945,100,82.69308275551833,-3.3349342346191406,-4.898963928222656,-56.5994,-62.2675,100,100,98.8180766108266,-2.7103471755981445,-7.136484622955322,100,97.97462745944166,-3.246387481689453,-7.12534236907959,100,94.28266959996849,-3.817230224609375,-6.620025634765625,100,90.82907336262838,-3.519637107849121,-5.812578201293945,100,82.69308275551833,-3.3349342346191406,-4.898963928222656,-56.5994,-62.2675,100,99.6557469507144,-59.2033,-56.1206,0,4.382653036824556,-59.3172,-57.926,0,19.92162527851839,-58.0368,-60.0411,100,88.12478116569231,-58.0479,-55.9845,0,11.27053723220333
16,16,16,16,16,Franck_2_SSS,SSS,The article by the writer for the magazine,is,are,100,98.99873180193077,-3.9432353973388654,-8.537075042724611,100,97.51527145782431,-5.265846252441406,-8.935691833496094,100,98.66344933277028,-5.915193557739258,-10.216815948486328,100,97.50024798211484,-3.9816408157348633,-7.645304203033447,100,97.42433418867745,-4.375102043151856,-8.00806999206543,-55.0143,-61.6175,100,100,98.99873180193077,-3.9432353973388667,-8.537075042724611,100,97.51527145782431,-5.265846252441406,-8.935691833496094,100,98.66344933277027,-5.915193557739258,-10.216815948486328,100,97.50024798211484,-3.9816408157348633,-7.645304203033447,100,97.42433418867745,-4.375102043151856,-8.00806999206543,-56.2617,-60.8722,100,99.01511216109267,-59.2361,-64.6222,100,99.54410791738587,-58.7333,-64.2197,100,99.58743602227568,-60.6052,-63.3771,100,94.11383290495213,-58.5477,-64.208,100,99.65306062982307
17,17,17,17,17,Franck_2_SSP,SSP,The article by the writer for the magazines,is,are,100,90.03916520976955,-4.105774879455566,-6.307358741760254,100,55.13581256722917,-6.244638442993164,-6.450798034667969,100,78.01397447916415,-6.484244346618652,-7.750725269317628,100,86.28462805350685,-5.008997917175293,-6.848132133483888,100,51.060160029901006,-6.1628007888793945,-6.20521354675293,-60.2265,-63.6878,100,100,90.03916520976955,-4.105774879455566,-6.307358741760254,100,55.13581256722917,-6.244638442993164,-6.450798034667969,100,78.01397447916415,-6.484244346618652,-7.750725269317628,100,86.28462805350686,-5.008997917175293,-6.848132133483888,100,51.060160029901006,-6.1628007888793945,-6.20521354675293,-60.2265,-62.7416,100,92.51936297540637,-64.0707,-63.7073,0,41.01367717008617,-61.4733,-61.4964,100,50.57747432138896,-64.8418,-66.7496,100,87.07717875053628,-62.3841,-62.7288,100,58.53317554465553
18,18,18,18,18,Franck_2_SPS,SPS,The article by the writers for the magazine,is,are,100,97.77858178785172,-3.793380737304688,-7.577940464019775,100,94.81696501499451,-4.7043657302856445,-7.610923290252685,100,96.8444449161055,-4.512022972106934,-7.935964584350586,100,92.33546772882792,-3.693668365478516,-6.182493209838867,100,91.56121619352129,-4.290331840515137,-6.674501419067383,-57.0935,-62.7359,100,100,97.77858178785172,-3.793380737304688,-7.577940464019775,100,94.81696501499451,-4.7043657302856445,-7.610923290252685,100,96.8444449161055,-4.512022972106934,-7.935964584350586,100,92.33546772882792,-3.693668365478516,-6.182493209838867,100,91.56121619352128,-4.290331840515137,-6.674501419067383,-57.0935,-62.7359,100,99.6468166314765,-58.2663,-62.8621,100,99.00067312400667,-60.08,-62.5435,100,92.15430914567176,-61.2,-64.6481,100,96.91744280387691,-58.0306,-64.7467,100,99.87902124580157
19,19,19,19,19,Franck_2_SPP,SPP,The article by the writers for the magazines,is,are,100,85.51145983409016,-3.982818603515625,-5.758111000061035,0,41.98021809204949,-6.008509635925293,-5.684924125671388,100,69.96852387312752,-5.68355655670166,-6.529356002807617,100,79.09734157382616,-4.455461502075195,-5.786264419555664,0,23.78273655339266,-6.754117965698242,-5.589489936828613,-61.8745,-64.1383,100,100,85.51145983409016,-3.982818603515625,-5.758111000061035,0,41.98021809204949,-6.008509635925293,-5.684924125671388,100,69.96852387312752,-5.68355655670166,-6.529356002807617,100,79.09734157382616,-4.455461502075195,-5.786264419555664,0,23.78273655339266,-6.754117965698242,-5.589489936828613,-61.8745,-63.017,100,75.81383462750927,-62.501,-64.8338,100,91.15573345975724,-62.133,-61.8701,0,43.46509580637446,-65.9512,-64.5397,0,19.599757478546177,-61.8794,-62.5396,100,65.93053142459897
20,20,20,20,20,Franck_2_PSS,PSS,The articles by the writer for the magazine,are,is,100,76.89057413278894,-3.6130542755126953,-4.815196990966797,100,78.31536096205853,-4.953005790710449,-6.23714542388916,100,84.19626177318447,-4.840517044067383,-6.513421058654785,100,84.27284539171315,-3.7144079208374015,-5.393078804016113,100,59.90259471442114,-4.351166725158691,-4.752574920654297,-60.40600000000001,-61.0597,100,100,76.89057413278894,-3.6130542755126953,-4.815196990966797,100,78.31536096205853,-4.953005790710449,-6.23714542388916,100,84.19626177318447,-4.840517044067383,-6.513421058654785,100,84.27284539171315,-3.7144079208374015,-5.393078804016113,100,59.90259471442114,-4.351166725158691,-4.752574920654297,-60.406,-61.9414,100,82.27950253009317,-65.3848,-64.0064,0,20.126608969464264,-63.9961,-65.1585,100,76.17685337978861,-60.3172,-64.7012,100,98.76783596098588,-64.804,-61.3983,0,3.211779975361791
21,21,21,21,21,Franck_2_PSP,PSP,The articles by the writer for the magazines,are,is,100,83.16506395218316,-3.6571750640869136,-5.254546165466309,100,96.17435202353569,-4.163285255432129,-7.3877201080322275,100,89.93466598557379,-5.607473373413086,-7.797459602355957,100,87.68171203690547,-4.364657402038573,-6.3272857666015625,100,88.65954224072833,-4.634711265563965,-6.69113826751709,-63.7073,-69.4219,100,100,83.16506395218316,-3.6571750640869136,-5.254546165466309,100,96.17435202353569,-4.163285255432129,-7.3877201080322275,100,89.93466598557379,-5.607473373413086,-7.797459602355957,100,87.68171203690547,-4.364657402038573,-6.3272857666015625,100,88.65954224072833,-4.634711265563965,-6.69113826751709,-64.3904,-70.6929,100,99.81716293139313,-66.7677,-69.9821,100,96.13725931024936,-62.2572,-65.5997,100,96.5858378318223,-62.6726,-67.9121,100,99.4725064866816,-63.6924,-64.9252,100,77.43082639958007
22,22,22,22,22,Franck_2_PPS,PPS,The articles by the writers for the magazine,are,is,100,80.46075021184006,-3.4866666793823238,-4.902010917663574,100,79.84818784052452,-4.24819278717041,-5.625025749206543,100,84.19617294480173,-4.142038345336913,-5.8149356842041025,100,89.2688114202256,-3.4567546844482417,-5.5752525329589835,100,52.62728720172718,-4.924705505371094,-5.02989387512207,-59.9879,-61.5064,100,100,80.46075021184006,-3.4866666793823238,-4.902010917663574,100,79.84818784052452,-4.24819278717041,-5.625025749206543,100,84.19617294480173,-4.142038345336913,-5.8149356842041025,100,89.2688114202256,-3.4567546844482417,-5.5752525329589835,100,52.62728720172718,-4.924705505371094,-5.02989387512207,-59.9879,-61.0391,100,74.10052655322941,-63.0213,-62.2847,0,32.37480771208098,-62.1812,-62.1321,0,48.77274654633571,-62.2558,-64.6524,100,91.65676688017824,-64.5887,-59.71,0,0.7549468541732038
23,23,23,23,23,Franck_2_PPP,PPP,The articles by the writers for the magazines,are,is,100,86.22330899367054,-3.4792795181274414,-5.313241958618164,100,95.94289438668844,-3.8936557769775386,-7.056939125061035,100,91.1249146936602,-5.038480758666992,-7.367464065551758,100,91.6850469939394,-3.9221458435058594,-6.322449684143066,100,93.74915087239224,-4.982545852661133,-7.690451145172119,-63.8949,-69.4328,100,100,86.22330899367054,-3.4792795181274414,-5.313241958618164,100,95.94289438668844,-3.8936557769775386,-7.056939125061035,100,91.1249146936602,-5.038480758666992,-7.367464065551758,100,91.6850469939394,-3.9221458435058594,-6.322449684143066,100,93.74915087239224,-4.982545852661133,-7.690451145172119,-63.8949,-70.1362,100,99.80564623367643,-64.7654,-67.5284,100,94.06433559129884,-63.3597,-65.9018,100,92.7040989600918,-64.0623,-69.7219,100,99.65281853069605,-62.3615,-63.3196,100,72.27412322479256
24,24,24,24,24,Franck_3_SSS,SSS,The author of the speech about the city,is,are,100,96.94374388158295,-4.1106958389282235,-7.567636013031006,100,97.41473853109001,-4.2865400314331055,-7.915690898895264,100,97.84321832837307,-4.178489685058594,-7.993238925933838,100,96.55132666374577,-3.422175407409668,-6.754260540008545,100,90.43367382869712,-4.189812660217285,-6.436180114746094,-52.8642,-58.3416,100,100,96.94374388158295,-4.1106958389282235,-7.567636013031006,100,97.41473853109001,-4.2865400314331055,-7.915690898895264,100,97.84321832837308,-4.178489685058594,-7.993238925933838,100,96.55132666374577,-3.422175407409668,-6.754260540008545,100,90.43367382869712,-4.189812660217285,-6.436180114746094,-52.8642,-58.3416,100,99.58372171388888,-58.8174,-61.511,100,93.66479366426047,-54.4331,-57.212,100,94.1524912535923,-56.289,-60.2653,100,98.15903666467032,-52.2756,-56.5107,100,98.57282690027355
25,25,25,25,25,Franck_3_SSP,SSP,The author of the speech about the cities,is,are,100,71.92975617736144,-5.152809143066406,-6.093789100646973,100,53.15330586260498,-5.972722053527832,-6.099021911621094,100,55.82122262404884,-5.29039192199707,-5.524301528930664,100,70.00297993182362,-4.868602752685547,-5.716042518615723,100,54.072754090655785,-5.789494514465332,-5.952766418457031,-58.6715,-60.5985,100,100,71.92975617736144,-5.152809143066406,-6.093789100646973,100,53.15330586260498,-5.972722053527832,-6.099021911621094,100,55.82122262404884,-5.29039192199707,-5.524301528930664,100,70.00297993182362,-4.868602752685547,-5.716042518615723,100,54.07275409065578,-5.789494514465332,-5.952766418457031,-58.6715,-60.5985,100,87.29169932813932,-66.6614,-66.8803,100,55.45075196028675,-60.6886,-61.2347,100,63.323028876001274,-64.7548,-66.5695,100,85.99289529292743,-60.1069,-60.9971,100,70.89314438209135
26,26,26,26,26,Franck_3_SPS,SPS,The author of the speeches about the city,is,are,100,95.8650641658366,-3.7051601409912114,-6.848629951477051,100,91.8159021624492,-4.60721492767334,-7.024807453155518,100,94.52834693775335,-4.1233463287353525,-6.972665309906006,100,94.63583036354734,-3.2853174209594727,-6.155611991882324,100,82.30642593825245,-4.1141767501831055,-5.6514244079589835,-58.2365,-63.6553,100,100,95.8650641658366,-3.7051601409912114,-6.848629951477051,100,91.8159021624492,-4.60721492767334,-7.024807453155518,100,94.52834693775335,-4.1233463287353525,-6.972665309906006,100,94.63583036354734,-3.2853174209594727,-6.155611991882324,100,82.30642593825245,-4.1141767501831055,-5.6514244079589835,-58.2365,-63.6553,100,99.55870976113408,-59.7752,-62.2196,100,92.01509679724033,-58.6443,-61.6561,100,95.31043735384979,-58.919,-61.854,100,94.95497393320814,-55.5347,-58.9493,100,96.81577187226007
27,27,27,27,27,Franck_3_SPP,SPP,The author of the speeches about the cities,is,are,100,71.32689746934159,-4.719280242919922,-5.630594253540039,100,50.07121558142008,-6.031126976013184,-6.033975601196289,0,49.807454107316865,-5.253470420837402,-5.2457685470581055,100,73.82476468099172,-4.56385612487793,-5.600736618041992,0,47.49534137896011,-5.611544609069824,-5.511274337768555,-64.1052,-66.0085,100,100,71.32689746934159,-4.719280242919922,-5.630594253540039,100,50.07121558142008,-6.031126976013184,-6.033975601196289,0,49.807454107316865,-5.253470420837402,-5.2457685470581055,100,73.82476468099172,-4.56385612487793,-5.600736618041992,0,47.49534137896011,-5.611544609069824,-5.511274337768555,-64.1052,-66.0085,100,87.0264564806742,-67.2857,-67.037,0,43.81434992421305,-64.1575,-64.4175,100,56.46362918030302,-68.082,-68.9323,100,70.06300705335235,-63.433,-63.2679,0,45.88185013391182
