,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,item,condition,sentence,target,alternative,model 0 correct (max),model 0 correct (sample),model 0 target score,model 0 alternative score,model 1 correct (max),model 1 correct (sample),model 1 target score,model 1 alternative score,model 2 correct (max),model 2 correct (sample),model 2 target score,model 2 alternative score,model 3 correct (max),model 3 correct (sample),model 3 target score,model 3 alternative score,model 4 correct (max),model 4 correct (sample),model 4 target score,model 4 alternative score,lstm 0 correct (max),lstm 0 correct (sample),lstm 0 target score,lstm 0 alternative score,lstm 1 correct (max),lstm 1 correct (sample),lstm 1 target score,lstm 1 alternative score,lstm 2 correct (max),lstm 2 correct (sample),lstm 2 target score,lstm 2 alternative score,lstm 3 correct (max),lstm 3 correct (sample),lstm 3 target score,lstm 3 alternative score,lstm 4 correct (max),lstm 4 correct (sample),lstm 4 target score,lstm 4 alternative score,rnng 0 target score,rnng 0 alternative score,rnng 0 correct (max),rnng 0 correct (sample),rnng 1 target score,rnng 1 alternative score,rnng 1 correct (max),rnng 1 correct (sample),rnng 2 target score,rnng 2 alternative score,rnng 2 correct (max),rnng 2 correct (sample),rnng 3 target score,rnng 3 alternative score,rnng 3 correct (max),rnng 3 correct (sample),rnng 4 target score,rnng 4 alternative score,rnng 4 correct (max),rnng 4 correct (sample)
10,10,10,10,10,Bock1999_0_pp(tag),pp(tag),The gang leaders with the dangerous rivals vanished did n't,they,"he,she,it",0,45.936461514218365,-10.690140724182127,-10.527239900913283,100,68.42868503630042,-9.01193141937256,-9.785474573943883,100,64.77763319886911,-9.411555290222168,-10.020834366015944,100,70.82759052282691,-7.9964561462402335,-8.883481386003849,0,47.40900603815956,-8.862659454345703,-8.758926778175143,0,45.936461514218365,-10.690140724182127,-10.527239900913283,100,68.42868503630042,-9.01193141937256,-9.785474573943883,100,64.77763319886911,-9.411555290222168,-10.020834366015944,100,70.82759052282691,-7.9964561462402335,-8.883481386003849,0,47.40900603815956,-8.862659454345703,-8.758926778175143,-115.068,-111.87446049625208,0,3.9409567830775503,-125.049,-117.38665544463336,0,0.046998271122971905,-113.701,-99.92581604359766,0,0.00010411496761401037,-112.782,-105.98783241281573,0,0.11190364793231414,-112.998,-106.11971547161856,0,0.102884968892861
11,11,11,11,11,Bock1999_0_pp(reflexive),pp(reflexive),The gang leaders with the dangerous rivals armed,themselves,"himself,herself,itself",100,97.89997119076118,-2.777057647705078,-6.6190528396489725,100,88.92425307628412,-6.389946937561035,-8.472974099901718,100,94.47695731429579,-6.324580192565918,-9.16400723978213,100,91.15803055160241,-7.637696743011475,-9.970781702734893,100,95.7713026154973,-3.9221019744873047,-7.042171060719973,100,97.89997119076118,-2.777057647705078,-6.6190528396489725,100,88.92425307628412,-6.389946937561035,-8.472974099901718,100,94.47695731429579,-6.324580192565918,-9.16400723978213,100,91.15803055160241,-7.637696743011475,-9.970781702734893,100,95.7713026154973,-3.9221019744873047,-7.042171060719973,-93.443,-91.52645126197912,0,12.824692139567532,-93.4672,-95.17812144496607,100,84.69557616859139,-87.9914,-84.61264544961944,0,3.2966075790912326,-94.1679,-90.50374748605614,0,2.498560163852347,-88.3157,-89.09952733178595,100,68.65044047697462
12,12,12,12,12,Bock1999_0_cs(verb),cs(verb),The gang gang with the dangerous rival,were,was,0,22.657140726872626,-8.013570785522461,-6.785797595977782,0,14.901733450759885,-6.7972655296325675,-5.054936408996582,0,9.759396718797932,-8.552133560180664,-6.3278846740722665,0,24.11885324244041,-7.765355110168457,-6.619180679321289,0,22.195492633470863,-8.417348861694336,-7.163038730621338,0,22.657140726872626,-8.013570785522461,-6.785797595977782,0,14.901733450759885,-6.797265529632568,-5.054936408996582,0,9.759396718797932,-8.552133560180664,-6.3278846740722665,0,24.11885324244041,-7.765355110168457,-6.619180679321289,0,22.195492633470863,-8.417348861694336,-7.163038730621338,-91.9762,-86.8265,0,0.5767685629707259,-84.5579,-81.651,0,5.181352357168291,-78.4664,-75.7967,0,6.478514264214759,-89.5653,-85.4424,0,1.5939297246046036,-84.9173,-83.9265,0,27.07540916342036
13,13,13,13,13,Bock1999_0_cs(tag),cs(tag),The gang gang with the dangerous rival vanished did n't,they,"he,she,it",0,21.905531670561924,-10.99216079711914,-9.720980763454538,100,72.16354963967436,-8.9306640625,-9.883252802369556,100,59.46386367624362,-8.995806694030762,-9.378981657711202,100,54.63100284055354,-8.439799308776855,-8.625571858146158,0,44.677790700156585,-8.757256507873535,-8.543558590947521,0,21.905531670561924,-10.99216079711914,-9.720980763454538,100,72.16354963967436,-8.9306640625,-9.883252802369556,100,59.46386367624362,-8.995806694030762,-9.378981657711202,100,54.63100284055354,-8.439799308776855,-8.625571858146158,0,44.677790700156585,-8.757256507873535,-8.543558590947521,-121.031,-112.48503725847046,0,0.01942903145535002,-124.794,-109.919236660179,0,3.4671466492956575e-05,-108.226,-101.06997573226553,0,0.07795419037937366,-114.047,-108.09759448289117,0,0.2600609303600746,-121.281,-114.25467412820132,0,0.08874009338236206
14,14,14,14,14,Bock1999_0_cs(reflexive),cs(reflexive),The gang gang with the dangerous rival armed,themselves,"himself,herself,itself",100,88.92168904108992,-7.8593382835388175,-9.942105138351083,100,52.13576699888199,-9.592727661132812,-9.678210356992135,100,77.31959865316477,-8.494051933288574,-9.72049822211896,100,66.04268373627136,-11.92567253112793,-12.590869455467393,100,69.99489319658656,-7.612884521484375,-8.45993921258229,100,88.92168904108992,-7.8593382835388175,-9.942105138351083,100,52.13576699888199,-9.592727661132812,-9.678210356992135,100,77.31959865316477,-8.494051933288574,-9.72049822211896,100,66.04268373627136,-11.92567253112793,-12.590869455467393,100,69.99489319658656,-7.612884521484375,-8.45993921258229,-100.885,-96.31973914191255,0,1.0299970576131772,-100.651,-98.18221285249092,0,7.807549123615168,-91.7149,-87.79685244863033,0,1.949236558565971,-102.794,-97.27926401418239,0,0.40108387715457716,-99.3413,-98.36825771421168,0,27.427452560780342
15,15,15,15,15,Bock1999_0_cp(verb),cp(verb),The gang gang with the dangerous rivals,were,was,0,41.43502684085651,-6.130973815917969,-5.784963607788086,0,26.988504619377732,-5.05477237701416,-4.0595664978027335,100,62.26169845559985,-6.595850467681885,-7.0965213775634775,0,47.274551855708744,-5.428587913513184,-5.3194618225097665,100,55.23274910903475,-5.254342079162598,-5.464421272277832,0,41.43502684085651,-6.130973815917969,-5.784963607788086,0,26.988504619377732,-5.05477237701416,-4.0595664978027335,100,62.26169845559985,-6.595850467681885,-7.0965213775634775,0,47.274551855708744,-5.428587913513184,-5.319461822509767,100,55.23274910903475,-5.254342079162598,-5.464421272277832,-90.4948,-87.4158,0,4.3981843668079765,-80.2731,-80.293,100,50.497483582735406,-76.5404,-77.4944,100,72.19188984043221,-85.8998,-83.5509,0,8.715324602045024,-81.4099,-82.8817,100,81.33308230069774
16,16,16,16,16,Bock1999_0_cp(tag),cp(tag),The gang gang with the dangerous rivals vanished did n't,they,"he,she,it",0,39.058875374723634,-10.615185737609863,-10.170347642374796,100,76.52672867392431,-8.509428024291992,-9.691205715079812,100,66.17640899765443,-8.894201278686523,-9.565366800887894,100,57.319197394939785,-8.058483123779299,-8.353369493023228,100,51.21251336064915,-8.634838104248049,-8.683348149354734,0,39.058875374723634,-10.615185737609863,-10.170347642374796,100,76.52672867392431,-8.509428024291992,-9.691205715079812,100,66.17640899765443,-8.894201278686523,-9.565366800887894,100,57.319197394939785,-8.058483123779299,-8.353369493023228,100,51.21251336064915,-8.634838104248049,-8.683348149354734,-126.804,-122.42078230061011,0,1.2331164478910173,-130.764,-121.7312193510159,0,0.011941567648364054,-113.227,-102.27121291115076,0,0.0017456394221638568,-118.83,-113.58460089741942,0,0.5244072053264579,-120.323,-113.96887867469661,0,0.17365422126172952
17,17,17,17,17,Bock1999_0_cp(reflexive),cp(reflexive),The gang gang with the dangerous rivals armed,themselves,"himself,herself,itself",100,95.060295240926,-4.239814758300781,-7.197020571275285,100,80.23513113337354,-7.6734046936035165,-9.074460094518608,100,91.3276715008764,-6.457969665527344,-8.812286166045633,100,74.58885493754927,-8.526409149169924,-9.603212387824644,100,90.17459790498407,-4.904083251953125,-7.120859937061508,100,95.060295240926,-4.239814758300781,-7.197020571275285,100,80.23513113337354,-7.6734046936035165,-9.074460094518608,100,91.3276715008764,-6.457969665527344,-8.812286166045633,100,74.58885493754927,-8.526409149169924,-9.603212387824644,100,90.17459790498407,-4.904083251953125,-7.120859937061508,-106.082,-103.84350918519971,0,9.634685760225734,-95.5074,-96.30176580811352,100,68.87679846659108,-88.4047,-85.53303441661848,0,5.357214050155909,-100.919,-96.00736369997921,0,0.7306654440907733,-96.7815,-97.1788667302086,100,59.80548246585812
18,18,18,18,18,Bock1999_1_ss(verb),ss(verb),The judge for the trial,were,was,0,0.6895075391841814,-6.699309349060059,-1.7292804718017578,0,3.4234051831975103,-6.091817855834961,-2.752117156982422,0,0.8141017982790478,-7.625187873840332,-2.8225221633911133,0,1.807661756074214,-6.219902038574219,-2.2250080108642583,0,10.049512378457539,-4.67547607421875,-2.48374080657959,0,0.6895075391841814,-6.699309349060059,-1.7292804718017578,0,3.4234051831975103,-6.091817855834961,-2.752117156982422,0,0.8141017982790478,-7.625187873840332,-2.8225221633911133,0,1.807661756074214,-6.219902038574219,-2.2250080108642583,0,10.049512378457539,-4.67547607421875,-2.48374080657959,-42.3759,-39.6213,0,5.982738455608247,-44.3679,-42.3072,0,11.297566255181168,-48.36,-42.8307,0,0.3953077413113478,-47.7498,-42.6054,0,0.5798157801126207,-43.7375,-39.9209,0,2.15287953647218
19,19,19,19,19,Bock1999_1_ss(tag),ss(tag),The judge for the trial deliberated did n't,they,"he,she,it",0,13.792565140519125,-9.945838928222656,-8.113212192049915,0,17.06964883490657,-10.182296752929688,-8.601597604532584,0,36.5430853080831,-10.205615997314453,-9.65374681433656,0,21.683689471251537,-8.481353759765625,-7.197158210960271,0,28.59664911955632,-10.049362182617188,-9.13430693058396,0,13.792565140519125,-9.945838928222656,-8.113212192049915,0,17.06964883490657,-10.182296752929688,-8.601597604532584,0,36.5430853080831,-10.205615997314453,-9.65374681433656,0,21.683689471251537,-8.481353759765625,-7.197158210960271,0,28.59664911955632,-10.049362182617188,-9.13430693058396,-76.6058,-69.75727906883925,0,0.10598992818099404,-74.5689,-65.1249486192061,0,0.00791607039412423,-73.8096,-65.82967076401499,0,0.03421465372877568,-73.9925,-67.35202232297404,0,0.13046985938114752,-73.5278,-65.77958829026025,0,0.043132739882469316
20,20,20,20,20,Bock1999_1_ss(reflexive),ss(reflexive),The judge for the trial disqualified,themselves,"himself,herself,itself",0,3.8114370411370313,-8.754981994628906,-5.526677826363528,0,6.558038016193521,-7.160243034362793,-4.503593993569572,0,5.020334706692407,-7.86236572265625,-4.922199509632619,0,4.789351997566425,-8.367020606994629,-5.3773239426129855,0,5.319211094733143,-8.803689002990723,-5.924502887940621,0,3.8114370411370313,-8.754981994628906,-5.526677826363528,0,6.558038016193521,-7.160243034362793,-4.503593993569572,0,5.020334706692407,-7.86236572265625,-4.922199509632619,0,4.789351997566425,-8.367020606994629,-5.3773239426129855,0,5.319211094733143,-8.803689002990723,-5.924502887940621,-48.844,-45.10171646694286,0,2.3151239180892165,-45.4192,-42.9273617068484,0,7.643233036591172,-49.6372,-44.76103047814301,0,0.7568451729084738,-48.5634,-44.99837502214313,0,2.751763210781256,-46.2165,-44.00104939890739,0,9.83715748266339
21,21,21,21,21,Bock1999_1_sp(verb),sp(verb),The judge for the trials,were,was,0,2.8976121446660823,-5.374102592468262,-1.8622236251831048,0,31.204992197370892,-4.338835716247559,-3.548282623291016,0,16.837406347390328,-4.404722213745117,-2.8075275421142583,0,7.788705939893513,-4.993034362792969,-2.5216264724731445,100,77.26817897051741,-3.2733440399169917,-4.4968605041503915,0,2.8976121446660823,-5.374102592468262,-1.8622236251831048,0,31.204992197370892,-4.338835716247559,-3.548282623291016,0,16.837406347390328,-4.404722213745117,-2.8075275421142583,0,7.788705939893513,-4.993034362792969,-2.5216264724731445,100,77.26817897051741,-3.273344039916992,-4.496860504150392,-47.7211,-48.5121,100,68.80460096327484,-49.3844,-50.0078,100,65.09914300035162,-50.5588,-50.2781,0,43.028217009604596,-48.0824,-46.1145,0,12.261462642696525,-43.0429,-44.555,100,81.93722182342559
22,22,22,22,22,Bock1999_1_sp(tag),sp(tag),The judge for the trials deliberated did n't,they,"he,she,it",0,12.913624389184447,-10.227359771728516,-8.318742230713523,0,20.348674683367967,-10.157665252685547,-8.793022360856662,0,37.23910282883304,-10.316452026367188,-9.794479163853305,0,24.221252402399077,-8.507549285888674,-7.366961853472762,0,29.434725360413022,-9.924534797668457,-9.050171746863194,0,12.913624389184447,-10.227359771728516,-8.318742230713523,0,20.348674683367967,-10.157665252685547,-8.793022360856662,0,37.23910282883304,-10.316452026367188,-9.794479163853305,0,24.221252402399077,-8.507549285888674,-7.366961853472762,0,29.434725360413022,-9.924534797668457,-9.050171746863194,-81.4019,-75.4004840112607,0,0.24691330665805666,-79.3397,-68.42923084812375,0,0.0018265666319493361,-79.1206,-70.85203093691766,0,0.02563862446931198,-76.7033,-70.14074155692154,0,0.14102761895738972,-77.0641,-69.90141933578158,0,0.07743742002101628
23,23,23,23,23,Bock1999_1_sp(reflexive),sp(reflexive),The judge for the trials disqualified,themselves,"himself,herself,itself",0,5.9648958000319485,-8.323848724365233,-5.566072149710117,0,16.965320221661624,-6.922460079193115,-5.334373003495489,0,10.850234691805536,-7.210440635681152,-5.104309634258851,0,10.099230472389335,-8.514856338500978,-6.3286090673343445,0,16.906853296181808,-7.923295974731445,-6.33105280695437,0,5.9648958000319485,-8.323848724365233,-5.566072149710117,0,16.965320221661624,-6.922460079193115,-5.334373003495489,0,10.850234691805536,-7.210440635681152,-5.104309634258851,0,10.099230472389335,-8.514856338500978,-6.3286090673343445,0,16.906853296181808,-7.923295974731445,-6.33105280695437,-55.7858,-53.35317982456761,0,8.071882783772432,-51.8014,-50.65722632702209,0,24.15548939623608,-54.1657,-50.823248692623146,0,3.4143227404746006,-52.1752,-49.54273967131546,0,6.707832203098399,-48.7369,-48.46484289860714,0,43.24021495107221
24,24,24,24,24,Bock1999_1_ps(verb),ps(verb),The judges for the trial,were,was,100,96.30665009988847,-2.3153791427612305,-5.576382637023926,100,70.7449507561286,-3.3005962371826167,-4.183625221252441,100,73.40420830438636,-3.2146778106689453,-4.229906082153319,100,78.17606381632866,-3.4087867736816406,-4.6847429275512695,100,87.34094976216483,-2.018361091613769,-3.9498081207275386,100,96.30665009988847,-2.3153791427612305,-5.576382637023926,100,70.7449507561286,-3.3005962371826167,-4.183625221252441,100,73.40420830438636,-3.2146778106689453,-4.229906082153319,100,78.17606381632866,-3.4087867736816406,-4.6847429275512695,100,87.34094976216483,-2.018361091613769,-3.9498081207275386,-44.7418,-48.0439,100,96.4500782853975,-43.2178,-44.2311,100,73.366546773809,-45.3811,-45.4906,100,52.73476799990829,-43.4597,-47.0308,100,97.26444721946834,-45.2456,-45.1692,0,48.09092850750428
25,25,25,25,25,Bock1999_1_ps(tag),ps(tag),The judges for the trial deliberated did n't,they,"he,she,it",0,37.847193339647056,-9.317773818969727,-8.821734667519118,0,42.443632250125646,-9.48031234741211,-9.175724466723134,100,66.8126890598454,-9.806648254394533,-10.506373670616062,0,39.54633839097463,-8.179576873779299,-7.755172834186924,100,50.39891827276053,-9.048625946044922,-9.064583015539867,0,37.847193339647056,-9.317773818969727,-8.821734667519118,0,42.443632250125646,-9.48031234741211,-9.175724466723134,100,66.8126890598454,-9.806648254394533,-10.506373670616062,0,39.54633839097463,-8.179576873779299,-7.755172834186924,100,50.39891827276053,-9.048625946044922,-9.064583015539867,-80.8362,-74.50234287317036,0,0.17720278210614113,-75.8559,-64.37439018556059,0,0.0010319036821365892,-71.6399,-64.0988605862604,0,0.053056391926103647,-74.5742,-68.66684155515328,0,0.27119858815807935,-75.9097,-69.65712345427784,0,0.1921786261364298
26,26,26,26,26,Bock1999_1_ps(reflexive),ps(reflexive),The judges for the trial disqualified,themselves,"himself,herself,itself",100,75.5154328512834,-6.189594268798827,-7.315888306016184,100,61.62157427069491,-5.074633598327637,-5.5481501674753675,100,76.94881208868676,-5.09965705871582,-6.3050801770403035,0,45.031615727496494,-6.1457157135009775,-5.946322339760938,100,60.22395358926877,-6.89698600769043,-7.311791298887904,100,75.5154328512834,-6.189594268798827,-7.315888306016184,100,61.62157427069491,-5.074633598327637,-5.548150167475368,100,76.94881208868676,-5.09965705871582,-6.305080177040304,0,45.031615727496494,-6.1457157135009775,-5.946322339760938,100,60.22395358926877,-6.89698600769043,-7.311791298887904,-53.7226,-51.488511160600694,0,9.67307933921051,-48.322,-46.97849943691021,0,20.69349816368928,-47.2018,-43.17500793004138,0,1.7519050412919952,-48.8376,-47.230635172662076,0,16.70104339211489,-47.3174,-47.278522335832946,0,49.02818079926196
